921410,9355033773 236,18888237711508
1806658,0301336097 235,89499937859364
1920387,5635439395 235,25020549050532
1980609,0911725585 234,1205541989766
1191236,222744936 233,7853746539913
1191002,4373702821 233,78537465375848
2135512,4633463193 231,75886685866863
1080236,3204480954 231,38562828465365
1114889,8551675067 229,84166149329394
2381710,6730686733 227,38986293878406
1325297,80137402 226,76460621808656
775823,955948741 226,76380199671257
1496246,135763283 226,22563216253184
1499988,944744968 226,21907816221938
960398,7392388637 225,97068045521155
1024293,7037467896 224,6767306922702
2703195,9012343585 223,45967906573787
48107,13108667097 222,36939639902994
1601228,0070394948 222,1565707968548
744477,1613387333 221,42113723931834
2393958,3847671864 220,76177623588592
1455987,9846387384 219,69249487412162
1134890,5047005492 219,59981217281893
1302205,6361371377 217,24464685772546
1717746,2327725855 215,86629249644466
1717530,3664800893 215,86629249621183
2323218,202271611 215,40741477813572
1811012,8655946453 214,3596081668511
292911,581953887 213,6132006951957
132800,64661612007 212,7013719577808
2339621,4345126892 212,68750957027078
1404746,6891233744 212,2221709440928
1404958,9112943183 212,2221709440928
1300620,1214867881 211,90016957302578
1735862,964677672 211,4818651615642
669188,3005532182 211,4126904157456
1020658,8289351063 210,37626745423768
2604065,3019098453 208,73783744918182
237354,3665484409 206,2872647770564
460618,2971868203 206,2298080509645
61077,26178442697 205,51331141241099
501164,6564979721 205,453375882993
2116594,87912441 205,355389168486
1002128,4074646418 205,2940828744322
1910604,3165483298 205,11076216283254
1558699,3103900983 204,39605420827866
747526,18747417 201,97578392236028
1383897,2604241883 201,75330458930694
1235776,0296205254 199,90722198202275
1235576,1223985432 199,90722198202275
2489775,7304559145 197,54855150496587
2428412,9182737535 197,0893869656138
691243,6810621999 196,9975817471277
1704716,0259653355 195,29207089124247
2699401,2220462444 193,29906966909766
1026609,8635491496 192,6159752444364
454571,7984865934 192,45219036948401
1778895,9518105753 192,10245792428032
2507194,592890762 191,40518735256046
628614,8519647925 190,91926007030997
2476957,187437696 190,62606185581535
732835,141262543 189,6437142046634
1174567,8698701537 188,34917119541205
821968,5761593739 187,97826471587177
213056,8576016219 187,49551341877668
904258,8654969415 187,3296900789719
604743,2683481702 186,96648768882733
1778135,7899358515 186,7984807654284
1947372,5321794278 186,4229530931916
2192733,3616439877 186,41177566815168
1552095,0044924472 185,97700126399286
1387476,9707147335 185,67048870236613
800186,4818294493 185,65097103535663
658330,4228394291 185,63570095645264
873234,1113643117 185,54950598767027
631447,1088984315 185,14866198191885
426728,93587749265 184,78199840389425
741355,7011530814 184,24010433314834
741539,9412574146 184,24010433314834
740987,2209444153 184,24010433314834
741171,4610487483 184,24010433303192
1243752,611101704 184,23190573835745
724392,6166874907 183,4569934620522
2702096,7035588967 183,3073897678405
964117,7809005335 181,25099183549173
2141412,675764896 181,116204301361
345697,07824141765 179,48268253181595
2062057,068665115 179,47742289025337
2714944,237078543 179,1840353757143
1555075,5436358005 179,00344129884616
480674,858247347 178,91921134537552
1493254,8001364176 178,8389215131756
1820798,1506408819 178,5492270477116
802836,116703481 177,70448074955493
2445619,3269308032 177,61834805831313
2445441,708582745 177,61834805784747
264842,89669752505 177,4233849720331
187942,2498100141 177,3633369494637
1468059,3948280353 177,24602375365794
2692226,4256242253 176,206075375434
788656,2009556907 176,10247634118423
1221306,4955106026 175,73898355290294
2594788,7076130603 175,53289641160518
2711114,5608238084 175,36571741476655
168042,56561128443 175,2044707275345
308549,3031179415 175,11219275387703
870308,3459535844 174,60073745890986
2490150,784540206 173,94572988944128
962510,847922717 173,92044267011806
2774185,2900323095 173,56961571611464
1749107,6021701475 172,72167276823893
97826,32274187413 172,17494838140556
1278364,6231054047 172,03030517231673
398862,23956202564 172,01526017667493
1170920,6502562393 171,85137612442486
1599175,279895226 171,81237988430075
1143044,9388331007 171,7423800015822
1786853,2539537025 171,39686519512907
1786681,8570885076 171,39686519489624
903712,1937893439 171,15500063216314
903883,3487899761 171,15500063216314
1539457,2244903282 171,11309377290308
146242,82274002954 170,5309521467716
1669399,2709718957 170,1110840071924
1195380,834342205 170,00617570639588
968715,3341667503 169,480470920098
561943,5352545062 169,42171888391022
1562853,6559195789 169,04927465389483
2394867,8386237905 168,89797665458173
12158,3739056101 168,77536928083464
1182117,3944160638 168,66122350329533
1181948,7331925605 168,66122350329533
1065405,9418430016 168,41623690281995
1152640,1924460942 168,40682853898033
2438019,7247095853 168,29781665513292
1730606,698451092 167,97220088797621
287269,0355519258 167,35312763630645
2669259,932167016 166,96076557366177
2309993,8222438833 166,69322683801875
748752,5219144919 166,56263846496586
983476,8796685631 166,28324508783408
1450448,6543065356 165,9385690211784
1903292,3784990173 165,70422073081136
595276,4618481202 165,62240094866138
595442,0842490689 165,62240094854496
1738734,7691622858 165,28107086755335
646110,9813575738 164,8420716833789
2671764,0781734996 164,80656805774197
202891,06273476896 164,44769689094392
1041576,5216559498 164,1151074875379
1005400,6513321031 164,04296953463927
282124,17434490315 163,91532880207524
2460471,895203802 163,83616763865575
990875,7224365678 163,74591446109116
991039,4683510289 163,74591446097475
1810152,6054498893 163,400023057824
2621164,4408048624 163,38105199905112
2342139,668129394 163,22405315749347
2341976,4440762363 163,2240531570278
1554078,188178421 162,64667574339546
1867737,7076815106 162,54736443655565
2201959,761257476 162,5066336975433
748972,331531285 162,39162355754524
310269,57650036196 161,8179899653187
115747,53800338221 161,50189272803254
2208949,4252459225 161,46223608404398
2625306,0910907867 161,458796790801
2076349,970297724 160,98533838358708
1044134,6882423561 160,95175524568185
88766,32340493702 160,53376426333853
987961,7622782673 160,5071030720137
1172125,890354217 160,07542542996816
718065,9884004521 159,7842785703251
973048,2696463821 159,32228689664043
973207,5919332787 159,32228689664043
53630,04678055575 159,2269967669563
981576,6421818994 159,19692948146258
1226373,90926224 158,89528204570524
173433,2628326822 158,88136991584906
2042608,7036191477 158,8244490674697
2103022,139773707 158,76960198627785
1660055,5577085624 158,6842341737356
1068440,1406676536 157,6686392945703
1939866,9304713504 157,48593887803145
1010965,8884598508 157,3881123221945
632566,6935109439 157,36677630641498
537055,7336775565 156,8612460672157
537212,5949236236 156,8612460672157
591322,313513318 156,47066466673277
2781843,6380382795 156,31310765864328
2393146,7309818906 156,1832236936316
2517567,7295601848 155,95535198040307
2120804,2367649875 155,46746630501002
2155619,9019937823 155,40652632713318
2749160,5022753864 155,31498404126614
690300,8640957109 155,1120520317927
686100,5765941596 155,0077635885682
685945,5688305711 155,00776358845178
2058831,1189959715 154,86441815341823
4439,918515203597 154,41804858766136
2166417,35159846 154,25262176804245
2166571,6042202283 154,25262176757678
2720023,083834159 153,90416339738294
2138185,095041315 153,51772579504177
2138031,5773155196 153,51772579504177
2138338,6127671096 153,51772579504177
2138492,130492905 153,51772579504177
1977548,2765494185 153,51584755117074
753658,7921129391 153,3524441733025
202645,91933658562 153,0157772069506
1377101,3332703123 152,89693620079197
2792566,7569727786 152,75666089961305
1240200,7384085094 152,6029867050238
1283499,175498818 152,5656821350567
108550,22787704127 152,01466134875955
108398,21321569252 152,01466134875955
644596,2312700851 152,01449543610215
644748,2457655212 152,01449543610215
1574614,624677328 151,9637278986629
1574462,6609494293 151,96372789843008
169738,96518546052 151,66540628601797
1459388,1105007632 151,456426769495
1865779,3256841572 151,29779767780565
335154,2124178608 150,9144401140511
2348293,3626081785 150,86523016588762
2556213,441862943 150,6349854040891
444614,01780851895 149,69625192217063
1242576,1258378793 149,61904247035272
2639920,466407677 149,47689347155392
1269775,8920148036 149,46963258460164
2222296,8932880107 149,32163869356737
2184970,0069376766 149,03071407414973
1303943,5206257324 148,6239131607581
499068,9582975235 148,5604118773481
2335605,554343327 148,46589263761416
1992856,294298589 148,21028391970322
2020639,4008007348 148,17660534381866
1746123,971072759 147,7851915776264
974417,7564690029 147,76968203077558
642322,2360212071 147,63524166308343
630801,9180148855 147,43739966186695
630949,3554145473 147,43739966175053
566043,612864014 147,0696407762589
380823,9833640494 147,0301884560613
1972649,0138782822 147,0091873651836
236599,83323859004 146,8256424855499
2595269,020992238 146,74368261778727
2314195,188681755 146,58876029355451
624902,09759918 146,46089154854417
1495141,963809911 146,44062211271375
1946614,506329109 146,28970187786035
1705176,2934962292 146,27297800127417
1563327,9139007095 146,0022651948966
2416382,6872987174 145,9950234722346
185709,27094910527 145,92824676874443
1318230,1657320329 145,83121983380988
832871,196354991 145,7767094768351
228163,13808754022 145,5157868861279
1576697,079509993 145,4905321218539
1197515,6484798365 145,31964989867993
2069721,7105542854 145,27370589249767
1710990,7080032453 145,21078867441975
1251641,1077206042 144,98069420433603
1951134,1013221312 144,94810019573197
605550,8757581688 144,12300199340098
605694,9987601622 144,12300199340098
2609129,7695084596 143,66597736394033
204275,7967984922 143,58189794313512
1618919,474981096 143,46407109848224
2388260,4673365243 143,2651826683432
74055,67858979246 143,03288766322657
74198,71147745568 143,03288766321202
2365646,75133738 143,02690800046548
2628823,6016580774 143,01375969778746
2583239,262660686 142,7208470357582
296288,8531055783 142,48102234699763
1627368,475987624 142,11160160275176
1905905,6150154565 142,10029860096984
79365,82035104206 141,75122851096967
431762,75925059605 141,4508878881461
287960,98026265914 141,4062291844166
378860,9647212393 141,19630511599826
2413733,416650269 140,69254536228254
1161868,1962095476 140,32862142007798
2170131,294621234 140,28678146051243
2479533,496575286 140,17026733513921
1125149,6842516223 140,0275858398527
150893,94678131276 139,9030305503693
2497483,3571708137 139,5474300896749
1395262,14637934 139,32017572573386
830687,8737750552 139,07639379578177
1522342,039323493 139,06213369220495
357461,4208501942 139,0446480587707
617982,0513038218 138,87666189472657
618120,9279657166 138,87666189461015
2033429,5551286694 138,86902443994768
1497834,5637179634 138,80332732573152
1082984,3450173805 138,78625996410847
1714033,298485246 138,4721317528747
1622266,34121458 138,4592284078244
939869,1899777902 138,35102572781034
2529254,0966302664 138,12490343023092
112868,3172533716 137,81498046728666
2248787,660042952 137,7335082194768
649834,8711037202 137,70801260648295
1664994,3831588523 137,47026161500253
1665131,8534204676 137,47026161500253
392361,8595071972 137,0535956415115
675693,725823704 137,03247773856856
222359,44762497355 136,96107024798403
1079331,3444496794 136,6225647428073
2216726,759684194 136,54129486903548
2303764,534235375 136,41913353046402
1244758,8691151065 136,33725641667843
830436,8373347181 136,24082255607937
925601,5651302738 136,2021561517613
2772966,111629932 135,84548947168514
498110,41419087606 135,84450616507092
1041051,9269176698 135,78795639204327
1813523,9771401747 135,75856211129576
1475966,9779830808 135,47720057773404
1475831,5007825033 135,47720057773404
662619,4840452734 135,27997219923418
361240,80661400186 135,27868729067268
361376,0853012925 135,27868729067268
1124896,716160148 134,87229978758842
1124761,8438603603 134,87229978758842
1124626,9715605727 134,87229978758842
1124492,0992607852 134,8722997873556
839058,0370091966 134,7915905029513
1794764,1240871185 134,75457507628016
1540655,573391337 134,63989199395292
559920,2602823817 134,60543081827927
435787,8104709147 134,48077827546513
2647360,402505824 134,44109907653183
532297,7434828484 134,40385057975072
1675840,2184261866 134,31992552313022
766523,0821730152 134,2539612747496
1733867,9077761755 134,23884313669987
2744347,159421868 134,2094392646104
768895,1466929648 134,1880033686757
179581,16855104943 133,90943594273995
2626269,1902425596 133,70464008534327
2626135,485602475 133,7046400848776
1066490,0712041901 133,6045041687321
819333,6723940207 133,3654155790573
2102378,29328328 133,2546875742264
1688551,1220103316 133,16613526572473
119048,07360232834 132,92014593501517
43299,203964161614 132,87694019776245
1585285,1842727184 132,87529806559905
1251908,261795025 132,77770163211972
2214161,311972702 132,63062656577677
87687,32347729738 132,5053891332209
1729660,0764617966 132,35299629205838
2458521,8236063714 132,2408432867378
2455376,5586787555 132,1577096292749
40144,699923349894 131,9023409145666
488636,9385913414 131,63045678829076
488505,30813455314 131,63045678823255
1410926,1560464795 131,3052695475053
448426,23666899925 131,24161495419685
448294,99505404505 131,24161495419685
448163,75343909085 131,24161495419685
448032,5118241367 131,24161495413864
1354323,6076212768 131,19856370589696
2557648,082915423 131,13314644247293
1945446,0695275269 131,07984357397072
1945839,3090582485 131,07984357397072
1945577,1493711008 131,0798435737379
1945708,2292146746 131,0798435737379
463627,34759316896 130,94589049252681
1893593,3774529751 130,9268360727001
1893462,4506169022 130,9268360727001
744049,031206366 130,91570171993226
829844,413733785 130,86053055524826
2693327,7289671837 130,76801440492272
1285490,357725083 130,60030069644563
1569218,1755652472 130,54157565208152
2089352,4143862026 130,51671255170368
2396766,428414692 130,47860248433426
2396635,9498122083 130,4786024838686
1194900,2583329522 130,40496199158952
589564,833059168 130,3531538831303
504897,06886282645 130,3463834117283
2336450,9275863813 130,00492285890505
185991,46453749243 129,88614644820336
1445757,1813974176 129,78641086397693
777535,3673623546 129,66152721387334
2723015,1851664158 129,66079367743805
2722885,524372739 129,6607936769724
479420,7988040047 129,59354460932082
2466046,0327889035 129,48562794504687
2715196,898532616 129,42516391398385
1666730,3772796658 129,40396447503008
233683,743526665 129,25796416617231
233813,00149083117 129,25796416617231
233942,25945499734 129,25796416617231
233166,71167000037 129,25796416617231
233554,48556249883 129,25796416617231
233425,22759833268 129,2579641661432
234071,5174191635 129,2579641661432
233295,9696341665 129,2579641661432
2644313,762778731 129,07848519505933
225380,7176495791 128,93298917703214
224993,91868204798 128,93298917703214
225122,85167122504 128,93298917703214
225251,78466040205 128,93298917703214
2457166,108540206 128,86171695310622
342090,37812418904 128,83365073229652
711028,4354704721 128,81470511865336
1146956,1444467572 128,80970478081144
2274690,9382369947 128,57213507173583
151148,8211476344 128,24867722357158
868251,9552585443 127,8847017417429
631185,3535358055 127,87779502919875
40519,05571111942 127,68912444431771
1475017,9869970193 127,68860921170563
1647562,6822261633 127,64646458881907
374409,61590054457 127,52704299497418
2464420,1261581853 127,25287600280717
2810299,221448392 126,84455825015903
2810426,0660066423 126,84455825015903
325450,6888692404 126,73841079033446
95683,64712540213 126,7263560637657
1974758,3408447816 126,6961096485611
1974885,0369544302 126,69610964832827
36748,09247058017 126,65476061380468
36874,74723119398 126,65476061380468
1309404,9042347537 126,60866865655407
877430,9445472328 126,55675635160878
749724,684245107 126,53816783777438
749598,1460772692 126,53816783777438
1706940,3362039388 126,42776140919887
870632,2274375991 126,36550073872786
1832578,2738114628 126,34073427668773
1832704,6145457393 126,34073427668773
2160901,5994691416 126,13170428946614
957442,4052575908 126,02308991644531
265270,7406237372 125,86174724495504
1630056,7088717984 125,8050248362124
705264,9762967372 125,7548789915163
1933952,9817824382 125,73091340088286
2728041,881461206 125,48968035215512
2544506,6802998427 125,19867158774287
2252012,002450113 125,08124628989026
115915,28620915415 124,89385062166548
985494,1321764004 124,84659806557465
2375392,3425008385 124,81971384445205
1638834,920066025 124,7589194655884
2521975,3048193874 124,47633799770847
1686024,435946158 124,46948116039857
1685899,9664649975 124,46948116039857
1186457,3972716702 124,44804138643667
1904673,8675186713 124,34943497832865
1904798,2169536497 124,34943497832865
2038283,2127544447 124,05003718030639
1112797,3132606717 123,42282150429673
2416213,3655635463 123,29775555990636
81122,99635964417 123,11804878461407
727847,553723628 122,99746373551898
2297887,0080946954 122,99629694595933
2297764,0117977494 122,99629694549367
1803878,412349437 122,62513868161477
10376,616960694148 122,53361993553699
10499,150580629685 122,53361993553699
2309562,202402903 122,5111969159916
2105221,4099405906 122,38701715413481
702186,7996335779 122,12744190124795
702308,9270754792 122,12744190124795
710186,2645426034 122,12624943908304
710064,1382931643 122,12624943896662
1728142,9768109515 121,92799124447629
1430279,2809578786 121,86876480141655
1291493,5859499774 121,75317768799141
2166060,5691073723 121,72788747912273
2166182,2969948514 121,72788747865707
610669,0957537948 121,36381001141854
115513,68844737488 121,35489878800581
291251,012729127 121,27609559649136
514701,366026329 121,22433816379635
514822,59036449273 121,22433816379635
1692831,737195457 121,1747459648177
948515,9894284034 121,05302064563148
1583342,2187933014 120,98417228483595
1044928,6690448998 120,9389610394137
409229,4437528147 120,92339356266893
2662089,5319467243 120,90702196676284
2691483,707672683 120,8541225893423
2691604,561795272 120,85412258887663
2691241,999427505 120,85412258887663
2691362,853550094 120,85412258887663
2754683,31746436 120,79539314424619
1610796,5054755425 120,73852113750763
602366,2667568598 120,67097502900288
1580490,6282200026 120,48439057078212
1676158,024382345 120,46450071013533
1308209,4498214403 120,40311299683526
169422,4205708541 120,3294556804467
672447,6033976467 120,25780871743336
699213,1726082818 120,0972427262459
414209,00803022843 119,90790488664061
1740153,292173238 119,89859333378263
1740033,3935799045 119,89859333378263
2670975,867364633 119,83352243714035
516914,92089924245 119,7831183274975
122058,15411469649 119,3199526239041
1992503,4998862538 119,22147346823476
1741984,3955179136 119,1502793468535
721974,3791598289 119,07918642030563
2391626,1244480945 119,07172027649358
2018726,0938623538 119,06727022887208
1607242,9149786092 118,98635619692504
2106872,7451285524 118,8498786254786
1389742,4017148304 118,80260943202302
2555292,121234579 118,51932734856382
2169387,67899377 118,33239248907194
311155,07359859825 118,21551368938526
1427771,837974548 118,19826822448522
284569,875157304 118,12544483219972
921469,9827239716 118,09444118861575
921351,8882827831 118,09444118849933
1806717,0038834545 117,94749968941323
1806599,056383765 117,9474996891804
1720813,4122413571 117,69280988629907
1920328,7509925668 117,62510274536908
1920446,3760953122 117,62510274513625
1381648,2183367803 117,5787194292061
532547,6868807317 117,51839319022838
102705,10548530766 117,36911387254077
1980667,621311108 117,0602770994883
1980550,5610340089 117,0602770994883
405492,96799102577 117,01251608098391
1271963,937147196 116,95229979697615
1191177,7764012725 116,89268732699566
1191294,6690885993 116,89268732699566
1190943,9910266185 116,89268732699566
1191060,8837139455 116,89268732676283
51435,86620619359 116,65539714541228
510640,6301548943 116,57205374876503
1902187,3481460712 116,4802947929129
1651433,8595523955 116,45663101342507
1876926,8425085365 116,289315095637
2249504,7140534054 116,27998044947162
1147613,0107765924 116,05931684095412
1445530,672583764 115,9256895093713
472214,88230297936 115,88047840842046
2135454,523629605 115,87943342933431
2135570,4030630337 115,87943342933431
764579,8552032169 115,69316358666401
1080294,1668551667 115,69281414244324
1080178,4740410242 115,69281414221041
1198013,0415391405 115,58890501246788
618726,9821846539 115,58383109152783
55206,36165900741 115,52523639090214
1447727,3159314855 115,4610817853827
1650774,738564299 115,29564275662415
2374355,5457910025 115,22802294045687
1095453,611707631 115,0350587288849
522105,79526054417 115,0122576362337
1114832,3947521334 114,92083074664697
1114947,31558288 114,92083074664697
1783967,9795926157 114,8732149740681
536854,0172012385 114,82307817169931
1912785,926291115 114,7910582642071
840656,0842473325 114,7347532119602
1450605,3366655353 114,63573223957792
1830859,9402384637 114,45709410798736
1230676,7339430023 114,41468090959825
1817098,5212676458 114,27266901079565
1890364,2520208838 114,26816509338096
1171127,5656077052 114,17928051785566
1641623,8519709716 114,15331625123508
1800126,1240176132 114,07178446184844
1047508,6400836557 114,0441337977536
1621784,8337855316 114,03785939468071
432889,68415016215 113,88465857302072
621660,4254655442 113,86731691693421
389633,92296488176 113,78825946612051
867232,3553908695 113,76134243118577
646522,6756679459 113,75396110676229
1976087,053164516 113,73663595551625
2381653,8256029384 113,69493146939203
2381767,5205344083 113,69493146939203
1273369,285462 113,68340053898282
83293,0822022005 113,66337418730836
2136011,3049645256 113,45382039388642
768029,8488081743 113,45112584822346
2383921,4812888773 113,43730111932382
1325354,4925255748 113,3823031091597
1325241,1102224656 113,38230310892686
775880,6468992401 113,3819009984145
775767,2649982418 113,38190099829808
606597,2960945903 113,38177398138214
556719,3666152677 113,29680987249594
1496302,6921713236 113,11281608138233
1496189,5793552422 113,1128160811495
1500045,4995145085 113,10953908110969
1499932,3899754276 113,10953908110969
1478165,3444456272 113,03258629748598
960342,2465687499 112,98534022760577
960455,2319089775 112,98534022760577
2219275,9918767023 112,95535536669195
2286952,0197007474 112,85035397578031
2035640,1364389218 112,74433780834079
2812690,3307133024 112,71907975897193
1534020,438731539 112,54610657203011
2533653,388983084 112,46214586729184
1276746,0110316463 112,4590439866297
2366592,351122843 112,43696763180196
1181002,129403583 112,3595659728162
1024349,8729294627 112,33836534619331
1024237,5345641165 112,3383653460769
1113010,331139428 112,16043139598332
1356216,0239933957 112,15447647380643
2740005,461591 112,06208880338818
2018296,5011458339 111,98322285851464
208581,07323990873 111,94589235712192
24337,185851007413 111,93450049849343
2469842,728378918 111,90994115034118
1848912,9044998195 111,90474789007567
563807,4648005243 111,88923412200529
429618,1025055879 111,82130072079599
1885590,0130514684 111,77567649981938
2660693,743732637 111,76049911882728
2703140,0363145918 111,72983953310177
2703251,766154125 111,7298395326361
2128125,010463814 111,72202133666724
1303313,9033603794 111,70381579990499
86042,475422761 111,62999990026583
2236724,193643624 111,48866038490087
1303449,1311524345 111,43679095711559
1837749,841568463 111,38786183088087
321732,36724328506 111,30595926893875
48162,72343577073 111,1846981995186
48051,538737571216 111,18469819951133
1601172,4678967956 111,0782853984274
1601283,546182194 111,0782853984274
1070879,1686965367 111,06469635316171
1961619,008854675 111,0058707667049
771738,9763039444 110,99476547609083
2048489,1913806023 110,95566568803042
412309,08767963713 110,75675259169657
744532,5166230431 110,71056861965917
744421,8060544234 110,71056861965917
2785017,917850699 110,68265048600733
1285197,3870599444 110,66659625899047
1267784,6260064486 110,62414776184596
487866,864070849 110,59032332798233
1035261,6162075453 110,47498706332408
2200192,6918386035 110,46948099322617
2548424,7508302615 110,41531950421631
2393903,194323127 110,38088811794296
2394013,5752112456 110,38088811794296
1340894,8225709577 110,3545509648975
651106,7092294444 110,27213343058247
2283283,827484444 110,17752264766023
1123934,4707448252 110,12067676195875
2146451,3428599406 109,89247171394527
552886,2776921792 109,8856139149284
1403543,6138611087 109,8812280271668
1455933,0615150197 109,84624743717723
1456042,907762457 109,8462474369444
1134835,6047475059 109,79990608640946
1134945,4046535925 109,79990608640946
865044,6830694261 109,72312183689792
1693365,5806746536 109,58989554876462
1381762,800063252 109,58158273389563
168647,33628608548 109,5797948706313
553879,329169053 109,55008973414078
2047278,0071811778 109,54431334906258
1375451,5480076561 109,53365578502417
2019289,9347784081 109,46044900803827
2553619,1938595274 109,36263938061893
425516,56270922034 109,33592299034353
209766,5169519018 109,31761592207476
780755,883097896 109,2711420150008
2717771,91847087 109,25796076096594
2549052,9420626694 109,16050960915163
2409871,8069130178 108,9095542896539
147600,44476870733 108,89540160965407
301970,6137887743 108,87935865449253
1201759,0628100308 108,67473876546137
842725,8510233797 108,64253030531108
1302151,324975423 108,62232342897914
1302259,947298852 108,62232342874631
2337770,3100919817 108,62182222073898
1722661,1452800795 108,54609354026616
2600595,996166162 108,53727433504537
2572668,066367409 108,4912195019424
155595,06704742354 108,42797457025154
1539873,8177013476 108,3904691466596
959203,1625522289 108,23140091984533
437046,03327895247 108,1441709396313
611718,3776987602 108,11195335537195
392641,2148264848 108,07591571315425
212121,97481189144 107,96886080765398
1717800,1993457098 107,93314624833874
1717692,2661994614 107,93314624810591
1717476,3999069652 107,93314624810591
1717584,3330532133 107,93314624810591
2318014,248565786 107,91659360285848
861360,6386635908 107,86075152433477
1040716,9037221791 107,85679807432462
1841513,6296569447 107,83511752495542
2608251,5416422193 107,74418245535344
2323164,3504179167 107,70370738906786
2323272,0541253053 107,70370738906786
1113418,4811075637 107,64986482518725
1374733,6329922979 107,30748141300865
2223371,15697232 107,20871353754774
1811066,455496687 107,17980408342555
1810959,2756926036 107,17980408342555
2515739,9478958594 107,08263212349266
191974,7951113549 107,06618752831127
265480,39545571787 106,82559863955248
2218213,0760901025 106,81364408601075
292858,1786537132 106,80660034762695
292964,9852540608 106,80660034756875
150450,24216831074 106,80561616513296
510789,96446380543 106,71646972576855
2477988,937815887 106,61946550058201
2223770,7523656534 106,6131289661862
1564168,5296424518 106,56427763216197
2810841,3258473165 106,41328493179753
847749,8376385246 106,3845741112018
1693654,1514517874 106,36140688997693
132853,8219591095 106,3506859788904
132747,47127313062 106,3506859788904
2339568,2626352967 106,34375478513539
2339674,606390082 106,34375478513539
1807419,7782854761 106,2309382292442
93502,60898575031 106,15393131968449
1404693,6335806383 106,11108547216281
1405011,9668370544 106,11108547216281
1404799,7446661103 106,11108547192998
1404905,8557515824 106,11108547192998
1964380,4534626615 106,06305549899116
2012153,1895093443 105,99372247839347
1300567,1464443947 105,9500847866293
1300673,0965291813 105,95008478639647
871595,3788002231 105,92229720880277
1335045,1089797206 105,87865099986084
924418,0419151853 105,77656696841586
869357,9893614829 105,77410404244438
1735810,0942113814 105,7409325807821
1735915,8351439624 105,7409325807821
669135,4473806142 105,7063452078728
669241,1537258222 105,7063452078728
644284,3910521367 105,65707753959578
453715,42866120057 105,63511479675071
722869,0452673 105,44440372090321
1223896,619901184 105,43837493937463
1619907,3028520294 105,40167486178689
424259,0268259585 105,3016635014792
1020711,4230019699 105,18813372717705
1020606,2348682428 105,18813372706063
417883,2559173356 105,17605309467763
2197090,9692155286 105,11614299565554
1536690,621178131 105,10005787340924
354580,0386991842 104,95038873451995
1576994,820656028 104,9146552127786
782399,0781211962 104,88409416389186
1470087,8698627064 104,88392320112325
63320,27446147138 104,75786031709868
871377,5993196783 104,71257452329155
813292,9666113455 104,70953430782538
2436815,4918522164 104,64909719722345
715478,5522160276 104,5801938403165
2732857,466783528 104,55650460580364
2325148,126572626 104,47073309216648
2080932,4705137727 104,45262185181491
1170269,4214315633 104,42446541716345
583326,1401809799 104,39025496400427
2604117,4863692075 104,36891872482374
2604013,117450483 104,36891872435808
727387,0512596429 104,35722134227399
2679219,7177692624 104,27590245241299
1736964,5202870918 104,16648199409246
2216934,3253992978 104,11654185969383
1910759,3490622249 104,06096773268655
1253649,5709347446 104,02542447531596
